단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
승강장/플랫폼,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=74,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211786/IMG000202205_700X466.jpg,"손끝이 밖으로 향하게 세운 왼 손바닥에 오른 주먹의 1·2지를 펴서 끝을 대고 밖으로 두 바퀴 돌리고, 오른 주먹의 1·2지를 펴서 끝이 아래로 등이 밖으로 향하게 하여 왼 손바닥에 올려놓은 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040391/MOV000360788_700X466.mp4
조합,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219773/IMG000211515_700X466.jpg,두 주먹의 1·2지와 5지를 벌려 펴서 등이 밖으로 향하게 모로 세워 오른 주먹의 1·2지 바닥을 왼 주먹의 1·2지 등에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221017/1041518/MOV000360797_700X466.mp4
협회,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1003,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808887/IMG000358354_700X466.jpg,두 주먹의 1·2지와 5지를 벌려 펴서 등이 밖으로 향하게 세워 오른 주먹의 1·2지 등을 왼 주먹의 1·2지 바닥에 두 번 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733692/MOV000237630_700X466.mp4
푸에르토리코,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10574,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211735/IMG000202121_700X466.jpg,"왼 주먹을 등이 위로 향하게 하여 가슴 앞에 두고, 그 위에 오른 주먹의 1·2지를 펴서 벌려 2지 끝을 댔다가 1지 등에 2지 바닥을 대고 1지 끝 바닥을 왼 주먹 등에 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041798/MOV000360858_700X466.mp4
파라과이,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10549,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210421/IMG000200505_700X466.jpg,오른 주먹의 1·2·5지를 펴서 손등이 위로 향하게 편 왼 손등을 두 번 두드린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040135/MOV000360613_700X466.mp4
제곱킬로미터,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8973,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237473/IMG000233240_700X466.jpg,"영어 지문자 ‘K’와 ‘M’을 표시한 다음, 오른 주먹의 1·2지를 펴서 벌려 바닥이 밖으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004601/MOV000359681_700X466.mp4
킬로,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8519,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226706/IMG000219492_700X466.jpg,오른 주먹의 1·2·5지를 펴서 5지 바닥을 2지 바닥에 대고 1지를 끝이 밖으로 향하게 비스듬히 세운다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004510/MOV000359659_700X466.mp4
고속철도/고속철,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7520,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229494/IMG000223024_700X466.jpg,"오른손의 1·2·5지를 펴서 5지 끝을 2지 중간 마디에 대고, 주먹을 쥐고 수평으로 올린 왼팔을 위에서부터 아래로 빠르게 스쳐 낸다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785460/MOV000357116_700X466.mp4
킬로미터,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7226,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236722/IMG000232288_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 5지 바닥을 1·2지 사이에 대고 1·2지 끝이 왼쪽 방향으로 향하게 비스듬히 세운 다음, 4·5지를 접고 그 위에 1·2·3지를 접어 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20240118/1261084/MOV000361351_700X466.mp4
킬로그램,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7225,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236721/IMG000232286_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 5지 바닥을 2지 바닥에 대고 1지를 끝이 밖으로 향하게 비스듬히 세운 다음, 2지를 접고 1·5지만 펴서 끝이 왼쪽으로 향하게 모로 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001909/MOV000359486_700X466.mp4
케이오/녹아웃,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7039,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236839/IMG000232444_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 5지 바닥을 2지에 대고 바닥이 밖으로 향하게 세운 다음, 손가락 끝을 맞대어 둥글게 주먹을 쥐고 등이 오른쪽으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010117/MOV000360106_700X466.mp4
피자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4167,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/221096/IMG000212995_700X466.jpg,"오른 주먹의 1․2․5지를 펴서 5지 바닥을 2지 옆면에 대고 2지 끝이 아래로 향하게 하여 전후로 한 번 긋고, 좌우로 한 번 긋는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/624868/MOV000243318_700X466.mp4
필리핀,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/211851/IMG000202268_700X466.jpg,"오른 손을 펴서 손끝이 위로 손바닥이 입으로 향하게 하여, 내민 혀 앞에서 왼쪽으로 두 번 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047374/MOV000361245_700X466.mp4
ㅋ,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12930,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236446/IMG000231932_700X466.jpg,"오른 주먹의 1지를 반쯤 굽히고 2·5지를 펴서 등이 밖으로, 끝이 아래로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009754/MOV000360051_700X466.mp4
십칠/열일곱,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12793,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234368/IMG000229233_700X466.jpg,오른손의 1지를 굽히고 2·5지를 펴서 손등이 밖으로 향하게 모로 세운다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009756/MOV000360053_700X466.mp4
장애인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12490,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210113/798810/IMG000358217_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 손등이 밖으로 향하게 맞댄 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733491/MOV000237803_700X466.mp4
최씨,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12296,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808830/IMG000358300_700X466.jpg,2·5지를 펴서 세운 오른 주먹의 바닥을 이마에 두 번 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732672/MOV000259025_700X466.mp4
장애인 지역사회 재활 시설,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8635,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227018/IMG000219769_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 1·5지를 편 두 주먹을 마주 보게 모로 세워 내리고,
4‧5지를 펴서 세운 두 주먹을 맞댔다가 아래로 내리며 원을 그린 다음, 두 주먹의 1지를 펴서 오른쪽으로 눕혔다가 세우고, 두 손을 펴서 손끝이 밖으로 향하게 하여 손바닥이 마주 보게 세웠다가 위로 올려 옆으로 돌려 5지 옆면을 맞댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004552/MOV000359668_700X466.mp4
장애 아동 수당,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8604,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226844/IMG000219593_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 손바닥이 옆으로 손끝이 위로 향하게 펴서 약간 구부린 두 손을 얼굴 양옆에 세워 마주 보게 하여 가볍게 좌우로 두 번 흔들고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 바닥에 오른손의 1‧5지 끝을 맞대어 5지 등을 두 번 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004551/MOV000359667_700X466.mp4
불구/장애,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5776,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151209/224928/IMG000217493_700X466.jpg,3·4지를 접고 1지를 반쯤 구부린 두 손의 2·5지 끝을 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735174/MOV000246398_700X466.mp4
장애 수당,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4768,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226688/IMG000219464_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 바닥에 오른손의 1‧5지 끝을 맞대어 5지 등을 두 번 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003230/MOV000359586_700X466.mp4
장애인 직업 재활 시설,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4423,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/227023/IMG000219775_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 붙였다 벌리는 동작을 두 번 반복하고, 두 주먹의 1지를 펴서 오른쪽으로 눕혔다가 세우고, 두 손을 펴서 손끝이 밖으로 향하게 하여 손바닥이 마주 보게 세웠다가 위로 올려 옆으로 돌려 5지 옆면을 맞댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003051/MOV000359568_700X466.mp4
장애인 복지 시설,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226871/IMG000219627_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 오른손의 1‧2‧3‧4지 바닥은 왼쪽 볼에 5지 바닥은 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 오른 손가락을 모아 붙여 끝이 왼쪽으로 향하게 하여 배에 대고 1‧2‧3‧4지를 동시에 떼고, 두 손을 펴서 손끝이 밖으로 향하게 하여 손바닥이 마주 보게 세웠다가 위로 올려 옆으로 돌려 5지 옆면을 맞댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009614/MOV000359948_700X466.mp4
장애인 복지 단체 협의회,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3730,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226857/IMG000219610_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 오른손의 1‧2‧3‧4지 바닥은 왼쪽 볼에 5지 바닥은 오른쪽 볼에 댔다가 내리며 손가락을 모아 붙인 다음, 오른 손가락을 모아 붙여 끝이 왼쪽으로 향하게 하여 배에 대고 1‧2‧3‧4지를 동시에 떼고, 두 손의 손끝을 마주 댔다가 안으로 원을 그리며 돌려 두 손목을 맞대고, 두 주먹의 1지를 펴서 구부려 연결하여 오른쪽으로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001884/MOV000359461_700X466.mp4
장애인 보조견,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3729,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201110/772164/IMG000356727_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에 오른 손바닥을 세워 댄 다음, 두 손을 자연스럽게 펴서 손바닥이 밖으로 손끝이 위로 향하게 세워 두 5지 끝을 머리 양쪽에 대고 두 손의 1‧2‧3‧4지를 ㄱ자로 접는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785126/MOV000356982_700X466.mp4
장애인 등에 대한 특수 교육법,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3728,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226849/IMG000219600_700X466.jpg,"3‧4지를 접고 1지를 반쯤 구부린 두 손의 2‧5지 끝을 맞댄 다음, 오른 주먹의 1‧5지 끝을 맞대어 왼 손목 등에서 팔꿈치 쪽으로 빠르게 올렸다 내리고, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1지를 펴서 끝이 왼 주먹의 5지 등으로 향하게 하여 좌우로 두 번 흔든 다음, 1·2지를 펴서 구부려 모로 세운 오른 주먹으로 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001883/MOV000359460_700X466.mp4
장애인기능경기대회,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210854/IMG000201053_700X466.jpg,"3·4지를 접고 1지를 반쯤 구부린 두 손의 2·5지 끝을 맞댄 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 5지 손톱이 닿게 이마 중앙에 두 번 댔다 뗀 후, 5지를 펴서 세운 두 주먹을 상하로 엇갈리게 두 번 움직인다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047216/MOV000361177_700X466.mp4
방귀,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12860,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233528/IMG000228158_700X466.jpg,오른쪽 볼에 바람을 넣고 바람을 입 밖으로 내 보내는 동작을 하면서 오른 주먹의 1·2·5지를 펴서 바닥이 위로 향하게 하였다가 끝이 아래로 향하게 돌리며 그 끝을 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764394/MOV000254554_700X466.mp4
똥/대변,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11053,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151127/217272/IMG000208569_700X466.jpg,오른 주먹의 1·2·5지를 펴서 바닥이 위로 향하게 하여 5지 바닥과 1·2지 바닥을 맞대며 아래로 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735255/MOV000240359_700X466.mp4
항문,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10007,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211626/IMG000201998_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 바닥이 위로 향하게 하여 5지 바닥과 1·2지 바닥을 맞대며 아래로 내린 다음, 오른손의 1·5지 끝을 맞대어 동그라미를 만든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040045/MOV000360584_700X466.mp4
지하철/전철,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9855,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237313/IMG000233086_700X466.jpg,"손등이 위로 손끝이 오른쪽으로 향하게 편 왼 손바닥 밑으로, 오른 주먹의 1·2·5지를 펴서 1·2지 등이 위로 끝이 밖으로 향하게 하여 1·2지와 5지 사이를 좁혔다 넓혔다 하며 오른쪽으로 이동시킨다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630168/MOV000258529_700X466.mp4
주사/접종,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9525,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238335/IMG000234342_700X466.jpg,"오른 주먹의 1·2지를 펴서 등을 왼팔에 대고, 5지로 1·2지 끝 바닥을 누른다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630131/MOV000259552_700X466.mp4
공/볼,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4053,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151202/220355/IMG000212165_700X466.jpg,"비스듬히 세운 왼손 밑에 오른손으로 ‘ム’ 모양을 그린 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043072/MOV000361053_700X466.mp4
문제,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7320,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20171218/475963/IMG000354348_700X466.jpg,손바닥이 위로 향하게 편 왼 손바닥에 1·2·5지를 편 오른 주먹의 5지 등을 대고 안으로 당기며 1·2·5지 끝을 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628090/MOV000250701_700X466.mp4
니카라과,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6789,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/229806/IMG000223321_700X466.jpg,두 주먹의 1·2·5지를 펴서 두 1·2지 끝을 맞대고 두 5지 끝을 맞대어 삼각형이 되게 하였다가 양옆으로 벌리며 1·2지와 5지를 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042467/MOV000360988_700X466.mp4
전철역/지하철역,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1120,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213920/IMG000204778_700X466.jpg,"손등이 위로 손끝이 오른쪽으로 향하게 편 왼 손바닥 밑으로, 오른 주먹의 1·2·5지를 펴서 1·2지 등이 위로 끝이 밖으로 향하게 하여 1·2지와 5지 사이를 좁혔다 넓혔다 하며 오른쪽으로 이동한 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221024/1044173/MOV000361145_700X466.mp4
파,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=543,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210340/IMG000200490_700X466.jpg,3·4지는 굽히고 1·2·5지만 편 오른 손등을 입에 대고 1·2·5지 끝을 두 번 맞댔다 뗀다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735469/MOV000234826_700X466.mp4
배신(당하다),https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23948,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233728/IMG000228522_700X466.jpg,오른 주먹의 1·2·5지를 펴서 약간 구부려 턱 오른쪽 목살을 잡는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200901/739218/MOV000254845_700X466.mp4
쥐,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7094,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236662/IMG000232188_700X466.jpg,오른 주먹의 1·2·5지를 펴서 약간 구부려 손등을 입 앞에 대고 손끝을 두 번 붙였다 뗀다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735635/MOV000257822_700X466.mp4
노려보다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5521,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231339/IMG000225334_700X466.jpg,오른 주먹의 1·2·5지를 펴서 약간 구부려 5지를 오른쪽 눈 밑에 댔다가 천천히 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734818/MOV000252281_700X466.mp4
지름길,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4790,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/220061/IMG000211776_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 약간 구부려 손등을 입 앞에 대고 손끝을 두 번 붙였다 뗀 다음, 손끝이 밖으로 향하게 모로 세운 두 손을 마주 보게 하여 좌우로 움직이며 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003270/MOV000359588_700X466.mp4
골목/골목길,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4610,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201209/784098/IMG000356832_700X466.jpg,"오른 주먹의 등을 입 앞에 대고 1·2지와 5지를 댔다 뗀 다음, 손끝이 밖으로 향하게 모로 세운 두 손을 마주 보게 하여 좌우로 움직이며 밖으로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785166/MOV000357012_700X466.mp4
일흔/칠십,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=3475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222924/IMG000215136_700X466.jpg,오른 주먹의 1·2·5지를 펴서 벌려 구부려 손등이 밖으로 향하게 하여 좌우로 약간 흔든다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009700/MOV000360010_700X466.mp4
쥐색/회색,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1173,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/214161/IMG000205012_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 약간 구부려 손등을 입 앞에 대고 손끝을 두 번 붙였다 뗀 다음, 오른손의 손가락을 구부려 턱에 대고 좌우로 두 번 움직인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624389/MOV000238075_700X466.mp4
칠순/고희,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1168,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/213878/IMG000204712_700X466.jpg,오른 주먹의 1·2·5지를 펴서 살짝 구부려 등이 밖으로 향하게 세워 끝을 턱밑에 댔다가 밖으로 약간 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009575/MOV000359929_700X466.mp4
가동,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212978/IMG000203675_700X466.jpg,1·2·5지를 약간 구부린 두 주먹을 모로 세워 오른 주먹을 왼 주먹 약간 뒤에 놓고 동시에 상하로 흔든다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735480/MOV000237114_700X466.mp4
평양,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=482,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210093/IMG000200089_700X466.jpg,오른 주먹의 1·2·5지를 펴서 약간 구부려 5지 등을 턱에 댔다가 위로 올려 이마에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047196/MOV000361167_700X466.mp4
평안북도,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=481,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210089/IMG000200083_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 약간 구부려 5지 등을 턱에 댔다가 위로 올려 이마에 댄 다음, 두 주먹을 가슴 앞으로 올려 떠는 동작을 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221101/1047197/MOV000361168_700X466.mp4
평안남도,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=480,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210087/IMG000200080_700X466.jpg,"오른 주먹의 1·2·5지를 펴서 약간 구부려 5지 등을 턱에 댔다가 위로 올려 이마에 댄 다음, 두 손바닥으로 배를 스쳐 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040325/MOV000360727_700X466.mp4
전송,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=15719,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/258971/IMG000273142_700X466.jpg,"손등이 아래로 향하게 쥔 오른 주먹은 앞에, 왼 주먹은 뒤에 놓이게 하여 1·2지를 펴면서 밖으로 약간 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271336/MOV000273141_700X466.mp4
갑자기/갑작스럽다/별안간/갑작스레,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11896,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219147/IMG000210757_700X466.jpg,4지 옆면이 밖으로 향하게 가볍게 쥔 오른주먹을 얼굴 오른쪽에서 얼굴 앞으로 재빠르게 이동하며 1·2지를 펴서 세운다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632080/MOV000259636_700X466.mp4
내쉬다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11554,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201223/790930/IMG000357874_700X466.jpg,오른 주먹의 1·2지를 펴서 등이 밖으로 끝이 코로 향하게 하였다가 밖으로 비스듬히 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732620/MOV000251868_700X466.mp4
아르메니아,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10939,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234879/IMG000229898_700X466.jpg,"왼 주먹의 5지를 펴서 세우고, 그 위에서 오른 주먹의 1·2·5지 끝을 맞대고 끝이 아래로 향하게 하여 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041790/MOV000360851_700X466.mp4
발송/보내다/(편지 등을)부치다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9120,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233265/IMG000227856_700X466.jpg,"손등이 아래로 향하게 편 오른 주먹은 앞에, 왼 주먹은 뒤에 놓이게 하여 1·2지를 펴면서 밖으로 약간 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630834/MOV000254306_700X466.mp4
복습,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8382,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233028/IMG000227515_700X466.jpg,"오른 주먹의 5지 바닥을 1·2지의 손톱에 가볍게 대고 손등이 밖으로 향하게 하여 왼쪽 아래로 내리며 1·2지를 편 다음, 오른손을 구부려 손바닥이 밖으로 향하게 하여 입 앞에서 왼쪽으로 두 바퀴 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629664/MOV000254035_700X466.mp4
